feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,emotion
0.11716715494791667,0.09971115145858941,0.06324432790279388,0.049868352711200714,2599.8904007896267,1290.4332799676586,2544.4234596171596,752.2024130983082,20.02975094592969,2.98157602349543,5540.4632568359375,2293.578629105627,-240.15357971191406,121.46873474121094,66.23796081542969,39.28765106201172,7.93157958984375,21.044275283813477,32.4984130859375,16.400081634521484,3.235002279281616,13.653246879577637,13.906572341918945,14.074043273925781,5.298910617828369,10.90256404876709,2.0821216106414795,10.440340995788574,0.7720949649810791,8.632609367370605,3.339442253112793,7.745578765869141,-4.1836419105529785,11.196674346923828,0.23255185782909393,6.490190029144287,-2.7718775272369385,8.743569374084473,-1.021188497543335,10.4656343460083,-0.7938096523284912,5.794996738433838,5.263596057891846,7.360744953155518,-2.7492191791534424,7.533290863037109,4.115973472595215,5.7007246017456055,-1.2236688137054443,5.676302909851074,2.3124027252197266,5.8694167137146,0.4756053388118744,0.23291566967964172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.12385389539930555,0.0836231368745785,0.07213100045919418,0.05060580372810364,2654.8135575694937,1055.36874632566,2560.4765473840757,543.3435606590315,20.919375910444664,2.52967186129917,5565.435791015625,1885.4719418856455,-203.84861755371094,88.31517028808594,74.82041931152344,36.27214050292969,-0.8584131598472595,25.13825225830078,35.61811065673828,16.653013229370117,1.118090271949768,13.708821296691895,12.270411491394043,13.864797592163086,6.284063816070557,11.312713623046875,-0.9849144220352173,11.35216999053955,0.14677292108535767,9.849964141845703,1.6000771522521973,8.018166542053223,-6.956902980804443,11.515233039855957,0.43004870414733887,7.344845771789551,-5.776485443115234,9.644646644592285,-4.823620319366455,11.064826011657715,-1.9722249507904053,6.172846794128418,4.535757064819336,7.753453731536865,-3.338625907897949,8.282018661499023,4.290134906768799,5.889532566070557,-2.6654865741729736,6.4806084632873535,2.4424314498901367,6.106856346130371,0.4449463486671448,0.21003733575344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.11809624565972222,0.06405091007130706,0.08921819180250168,0.051422856748104095,2435.0090594591525,869.0687548059315,2393.0418625261277,544.4845685776523,21.66079652888345,2.416125122832242,5086.2721761067705,1687.5488553139264,-177.7352752685547,77.94580841064453,84.28395080566406,33.417720794677734,-11.539673805236816,26.378870010375977,32.85038757324219,20.001821517944336,-2.653043031692505,13.006510734558105,11.022882461547852,13.314773559570312,8.580221176147461,12.14543628692627,-1.9435827732086182,10.606247901916504,0.4310292899608612,11.459699630737305,-0.1581743359565735,8.939457893371582,-10.246208190917969,10.491583824157715,-0.42526519298553467,8.198190689086914,-8.78831672668457,8.264646530151367,-8.707334518432617,8.978041648864746,-1.7876677513122559,6.446799278259277,6.379289627075195,9.703465461730957,-2.191537857055664,9.133310317993164,3.856901168823242,6.250265598297119,-5.3004326820373535,7.148282527923584,-0.8289704322814941,9.377076148986816,0.35619041323661804,0.1806270182132721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.10466851128472222,0.04391661702637907,0.10847962647676468,0.051594775170087814,2158.1412244788467,680.580253238597,2206.153648961512,501.6906285068472,22.497839355199424,2.2481616839050638,4487.6291910807295,1441.5403360663624,-154.27830505371094,55.88605880737305,96.69796752929688,29.777441024780273,-18.175504684448242,24.14105796813965,31.198762893676758,20.8814640045166,-8.511725425720215,14.204647064208984,5.229189395904541,15.77592658996582,6.79102897644043,13.974092483520508,-3.5880677700042725,11.109890937805176,2.103785753250122,11.248335838317871,0.8504540920257568,9.365242004394531,-10.48939037322998,10.027945518493652,0.9196754693984985,8.500578880310059,-10.22835922241211,6.8135809898376465,-11.337590217590332,7.077106952667236,-1.4570741653442383,6.5091071128845215,7.056439399719238,9.654037475585938,-2.2157161235809326,9.616479873657227,3.2064998149871826,7.040956497192383,-6.967431545257568,8.026329040527344,-2.615957260131836,9.955140113830566,0.31826525926589966,0.15688171982765198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.09116391782407407,0.03162702377170408,0.11745356023311615,0.0465427003800869,2041.2046877988275,555.0045336606438,2172.426661991914,492.9392445470229,22.56331662497873,2.13030853824569,4323.7375895182295,1264.4511532363856,-147.506103515625,53.03114318847656,101.89177703857422,29.80858612060547,-16.67380714416504,24.723979949951172,32.162986755371094,21.635169982910156,-8.705002784729004,13.791728973388672,3.4576354026794434,15.14444351196289,5.000698089599609,14.982720375061035,-5.753047466278076,11.276871681213379,1.1391886472702026,11.371204376220703,0.7548024654388428,9.264509201049805,-10.866453170776367,9.534875869750977,0.8912667632102966,8.617459297180176,-10.080862998962402,6.91059684753418,-11.689408302307129,6.923017978668213,-2.1996147632598877,6.823193073272705,5.686263084411621,9.679169654846191,-4.508176326751709,9.381030082702637,1.6273475885391235,6.679438591003418,-7.234079837799072,7.949919700622559,-4.965651988983154,9.432180404663086,0.29600992798805237,0.13468699157238007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.08246075665509259,0.03301039917588469,0.12921124696731567,0.04803718253970146,1917.3067721462385,538.4542910311884,2112.081272346214,487.97597861343627,22.685897039398945,1.9895640142440483,4119.222005208333,1233.4061090682658,-142.4984130859375,49.48140335083008,107.15181732177734,30.141204833984375,-15.056265830993652,26.051658630371094,33.30120086669922,22.95147705078125,-9.089591979980469,14.084569931030273,2.5833914279937744,15.484613418579102,3.0847580432891846,15.397503852844238,-7.463405132293701,11.608338356018066,0.7850651741027832,11.704371452331543,0.46795082092285156,9.652320861816406,-11.267497062683105,9.38086223602295,0.7239463329315186,8.554046630859375,-9.891597747802734,6.693647384643555,-11.520694732666016,6.650496482849121,-2.4559903144836426,7.034846782684326,5.368752956390381,9.804322242736816,-5.093102931976318,8.993024826049805,0.620864748954773,6.742079734802246,-7.882686138153076,7.740411281585693,-6.8519673347473145,8.345446586608887,0.2947538495063782,0.1271854192018509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.0685763888888889,0.024054869371102558,0.1449727863073349,0.04559599235653877,1742.2442781596244,520.6900832248782,2062.7860957923494,482.2852277512847,23.14898933769957,2.022627273696623,3820.598347981771,1260.3637427618116,-138.08094787597656,47.279754638671875,114.86485290527344,29.549335479736328,-8.801918029785156,27.598875045776367,32.141597747802734,22.26421546936035,-10.74960994720459,13.230972290039062,-0.1973443180322647,14.632913589477539,-0.9603164196014404,16.32300567626953,-9.046642303466797,13.247679710388184,-0.14541654288768768,12.11446762084961,0.6675961017608643,9.751069068908691,-10.620121002197266,8.407475471496582,0.8725932240486145,8.092096328735352,-8.631553649902344,6.358025550842285,-11.182425498962402,5.762807846069336,-3.7261290550231934,7.583371639251709,4.06027364730835,10.847138404846191,-7.169918537139893,9.4259033203125,-1.5347150564193726,7.146850109100342,-9.291640281677246,7.837035179138184,-9.232094764709473,6.868283271789551,0.3099081516265869,0.10968282073736191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.05803991247106482,0.014648027069802677,0.15135973691940308,0.043732691556215286,1630.8301190292873,490.153866179738,2052.418659280333,486.7967967460559,23.62793704411139,2.3771059824828393,3665.2303059895835,1268.45065902762,-135.13450622558594,46.98727798461914,120.35275268554688,28.636789321899414,-1.1587926149368286,24.123924255371094,37.642967224121094,21.248464584350586,-10.179712295532227,13.140389442443848,-2.468522310256958,12.161534309387207,-2.605325937271118,14.438400268554688,-8.027463912963867,14.262809753417969,1.0509957075119019,11.24985408782959,2.7352170944213867,9.066494941711426,-8.266499519348145,9.540220260620117,1.3625282049179077,7.359770774841309,-9.642769813537598,6.666532516479492,-11.76844596862793,5.952281475067139,-6.557092189788818,6.784730434417725,0.8385081887245178,7.877487659454346,-8.085821151733398,8.128288269042969,-1.279357671737671,7.368599891662598,-7.99149751663208,7.943008899688721,-8.615195274353027,5.737674236297607,0.3550194501876831,0.11493061482906342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.052910698784722224,0.015571709402620012,0.1511216014623642,0.048540640622377396,1584.056472270344,521.2960453935502,2084.0001658715432,513.1199213202189,23.676944458661353,2.431338091234819,3616.4815266927085,1436.2098696506112,-138.46055603027344,50.738224029541016,122.34575653076172,29.833660125732422,7.044110298156738,22.529598236083984,39.949684143066406,18.741676330566406,-5.552870750427246,10.385944366455078,0.9440081715583801,11.182167053222656,-0.3591226637363434,13.831417083740234,-4.074672698974609,16.3159236907959,0.9314324855804443,10.320423126220703,3.0313961505889893,8.485751152038574,-6.382664203643799,10.804277420043945,0.30391353368759155,6.862995147705078,-10.721526145935059,7.764602184295654,-12.291088104248047,6.257632255554199,-8.030177116394043,6.0042009353637695,-0.31161418557167053,7.016997814178467,-7.831554889678955,7.441427230834961,0.08528130501508713,7.027843475341797,-6.32933235168457,7.374212741851807,-8.887813568115234,6.007401466369629,0.3724283277988434,0.10187986493110657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
0.056887026186342594,0.02426827300729545,0.15996505320072174,0.05293561890721321,1582.8762807132766,524.6285032406435,2063.6395855836276,487.7682087205214,23.788140336943368,2.562210907146023,3526.710001627604,1374.2099291706338,-130.36062622070312,51.73076248168945,122.04418182373047,29.249441146850586,5.480048179626465,22.52289581298828,41.606658935546875,17.782716751098633,-3.222686767578125,10.515103340148926,1.9236259460449219,10.82464599609375,0.8404656648635864,13.314026832580566,-1.7262086868286133,15.37158203125,0.45326727628707886,9.956928253173828,4.171768665313721,8.315817832946777,-2.775714159011841,10.5401611328125,1.8291000127792358,6.5746636390686035,-9.554503440856934,8.696008682250977,-10.559477806091309,7.926330089569092,-8.951308250427246,5.95189905166626,-2.6193084716796875,8.048518180847168,-8.493565559387207,7.487853527069092,-0.08948170393705368,7.1528544425964355,-6.108133792877197,7.500553131103516,-8.37801456451416,6.2927985191345215,0.3808412253856659,0.10947305709123611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
